Latitude (decimal degrees):	33.651
Longitude (decimal degrees):	-117.710
Elevation (m):	113
Radiation database:	PVGIS-NSRDB


Slope: 34 deg. (optimum)
Azimuth: 9 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	100.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20151016:2100,34757.0,121.13,313.79,7.0,43.07,22.19,2.22,0.0
20151016:2200,23213.0,55.59,237.7,4.93,35.47,21.98,2.65,0.0
20151016:2300,7872.0,0.0,111.52,2.08,25.61,21.77,3.09,0.0
20151017:0000,27268.0,263.4,82.79,3.31,14.16,21.56,3.52,0.0
20151017:0100,431.0,0.0,14.63,0.27,2.23,20.87,2.81,0.0
20151017:0200,0.0,0.0,0.0,0.0,0.0,20.17,2.11,0.0
20151017:0300,0.0,0.0,0.0,0.0,0.0,19.48,1.41,0.0
20151017:0400,0.0,0.0,0.0,0.0,0.0,19.48,1.35,0.0
20151017:0500,0.0,0.0,0.0,0.0,0.0,19.48,1.29,0.0
20151017:0600,0.0,0.0,0.0,0.0,0.0,19.47,1.23,0.0
20151017:0700,0.0,0.0,0.0,0.0,0.0,19.5,1.12,0.0
20151017:0800,0.0,0.0,0.0,0.0,0.0,19.53,1.01,0.0
20151017:0900,0.0,0.0,0.0,0.0,0.0,19.56,0.9,0.0
20151017:1000,0.0,0.0,0.0,0.0,0.0,19.54,0.94,0.0
20151017:1100,0.0,0.0,0.0,0.0,0.0,19.52,0.98,0.0
20151017:1200,0.0,0.0,0.0,0.0,0.0,19.51,1.02,0.0
20151017:1300,0.0,0.0,0.0,0.0,0.0,19.82,1.05,0.0
20151017:1400,0.0,0.0,0.0,0.0,0.0,20.12,1.09,0.0
20151017:1500,12411.0,126.01,57.64,2.56,11.97,20.43,1.12,0.0
20151017:1600,8181.0,0.0,115.18,2.15,23.31,20.98,1.25,0.0
20151017:1700,52012.0,548.67,108.29,8.86,33.44,21.52,1.38,0.0
20151017:1800,38323.0,174.25,307.3,7.58,41.52,22.07,1.52,0.0
20151017:1900,34485.0,103.19,329.29,7.2,46.34,22.25,2.09,0.0
20151017:2000,21833.0,23.02,255.02,5.0,46.78,22.43,2.67,0.0
20151017:2100,46585.0,265.98,314.28,8.4,42.71,22.61,3.24,0.0
20151017:2200,63098.0,672.8,121.28,9.41,35.15,22.4,3.12,0.0
20151017:2300,47811.0,487.1,107.27,6.56,25.32,22.19,2.99,0.0
20151018:0000,26917.0,261.6,82.01,3.24,13.9,21.98,2.87,0.0
20151018:0100,378.0,0.0,13.71,0.26,1.98,21.31,2.13,0.0
20151018:0200,0.0,0.0,0.0,0.0,0.0,20.63,1.39,0.0
20151018:0300,0.0,0.0,0.0,0.0,0.0,19.96,0.65,0.0
20151018:0400,0.0,0.0,0.0,0.0,0.0,19.81,0.75,0.0
20151018:0500,0.0,0.0,0.0,0.0,0.0,19.66,0.85,0.0
20151018:0600,0.0,0.0,0.0,0.0,0.0,19.5,0.95,0.0
20151018:0700,0.0,0.0,0.0,0.0,0.0,19.52,0.8,0.0
20151018:0800,0.0,0.0,0.0,0.0,0.0,19.54,0.64,0.0
20151018:0900,0.0,0.0,0.0,0.0,0.0,19.57,0.48,0.0
20151018:1000,0.0,0.0,0.0,0.0,0.0,19.52,0.46,0.0
20151018:1100,0.0,0.0,0.0,0.0,0.0,19.48,0.45,0.0
20151018:1200,0.0,0.0,0.0,0.0,0.0,19.44,0.43,0.0
20151018:1300,0.0,0.0,0.0,0.0,0.0,19.66,0.57,0.0
20151018:1400,0.0,0.0,0.0,0.0,0.0,19.88,0.7,0.0
20151018:1500,12430.0,126.88,56.99,2.53,11.78,20.1,0.84,0.0
20151018:1600,5557.0,0.0,83.18,1.55,23.09,20.47,1.25,0.0
20151018:1700,52572.0,550.98,108.81,8.84,33.18,20.83,1.65,0.0
20151018:1800,30330.0,88.91,290.08,6.35,41.21,21.2,2.06,0.0
20151018:1900,17490.0,11.97,213.25,4.11,45.99,21.21,2.41,0.0
20151018:2000,25997.0,40.83,285.15,5.74,46.41,21.22,2.77,0.0
20151018:2100,73506.0,805.09,128.48,11.49,42.36,21.23,3.13,0.0
20151018:2200,64300.0,683.07,122.29,9.47,34.83,21.03,3.06,0.0
20151018:2300,15958.0,42.17,163.75,3.38,25.04,20.83,2.99,0.0
20151019:0000,4524.0,0.0,70.39,1.31,13.64,20.63,2.92,0.0
20151019:0100,331.0,0.0,12.8,0.24,1.74,20.12,2.55,0.0
20151019:0200,0.0,0.0,0.0,0.0,0.0,19.6,2.18,0.0
20151019:0300,0.0,0.0,0.0,0.0,0.0,19.09,1.81,0.0
20151019:0400,0.0,0.0,0.0,0.0,0.0,19.01,1.54,0.0
20151019:0500,0.0,0.0,0.0,0.0,0.0,18.93,1.28,0.0
20151019:0600,0.0,0.0,0.0,0.0,0.0,18.84,1.02,0.0
20151019:0700,0.0,0.0,0.0,0.0,0.0,18.91,1.35,0.0
20151019:0800,0.0,0.0,0.0,0.0,0.0,18.98,1.67,0.0
20151019:0900,0.0,0.0,0.0,0.0,0.0,19.05,2.0,0.0
20151019:1000,0.0,0.0,0.0,0.0,0.0,18.99,1.82,0.0
20151019:1100,0.0,0.0,0.0,0.0,0.0,18.93,1.64,0.0
20151019:1200,0.0,0.0,0.0,0.0,0.0,18.88,1.46,0.0
20151019:1300,0.0,0.0,0.0,0.0,0.0,18.98,1.59,0.0
20151019:1400,0.0,0.0,0.0,0.0,0.0,19.08,1.72,0.0
20151019:1500,4275.0,4.03,63.5,1.23,11.59,19.18,1.85,0.0
20151019:1600,2809.0,0.0,48.45,0.9,22.88,19.42,2.07,0.0
20151019:1700,30549.0,139.3,238.45,5.94,32.93,19.67,2.29,0.0
20151019:1800,52038.0,368.1,277.08,9.17,40.91,19.91,2.51,0.0
20151019:1900,52437.0,319.37,333.55,9.51,45.64,20.09,2.41,0.0
20151019:2000,26765.0,46.51,287.84,5.84,46.05,20.28,2.32,0.0
20151019:2100,42788.0,212.27,318.67,7.9,42.01,20.46,2.22,0.0
20151019:2200,65171.0,696.43,124.78,9.59,34.51,20.45,2.47,0.0
20151019:2300,49579.0,503.92,109.62,6.64,24.75,20.43,2.73,0.0
20151020:0000,27831.0,268.06,84.34,3.23,13.39,20.42,2.98,0.0
20151020:0100,282.0,0.0,11.88,0.22,1.51,20.01,2.06,0.0
20151020:0200,0.0,0.0,0.0,0.0,0.0,19.61,1.13,0.0
20151020:0300,0.0,0.0,0.0,0.0,0.0,19.2,0.21,0.0
20151020:0400,0.0,0.0,0.0,0.0,0.0,19.22,0.4,0.0
20151020:0500,0.0,0.0,0.0,0.0,0.0,19.24,0.6,0.0
20151020:0600,0.0,0.0,0.0,0.0,0.0,19.25,0.8,0.0
20151020:0700,0.0,0.0,0.0,0.0,0.0,19.27,0.9,0.0
20151020:0800,0.0,0.0,0.0,0.0,0.0,19.29,0.99,0.0
20151020:0900,0.0,0.0,0.0,0.0,0.0,19.32,1.09,0.0
20151020:1000,0.0,0.0,0.0,0.0,0.0,19.21,1.11,0.0
20151020:1100,0.0,0.0,0.0,0.0,0.0,19.1,1.13,0.0
20151020:1200,0.0,0.0,0.0,0.0,0.0,19.0,1.14,0.0
20151020:1300,0.0,0.0,0.0,0.0,0.0,19.14,0.97,0.0
20151020:1400,0.0,0.0,0.0,0.0,0.0,19.27,0.8,0.0
20151020:1500,12780.0,130.02,58.03,2.51,11.4,19.41,0.63,0.0
20151020:1600,35079.0,353.48,90.08,5.91,22.66,19.87,0.98,0.0
20151020:1700,53782.0,567.42,110.31,8.96,32.67,20.33,1.32,0.0
20151020:1800,67079.0,737.58,122.14,11.23,40.6,20.79,1.67,0.0
20151020:1900,74928.0,843.4,129.19,12.5,45.29,21.08,1.94,0.0
20151020:2000,77241.0,871.66,132.65,12.62,45.69,21.37,2.2,0.0
20151020:2100,73870.0,820.98,130.08,11.57,41.67,21.66,2.47,0.0
20151020:2200,64457.0,691.94,123.83,9.47,34.2,21.72,2.58,0.0
20151020:2300,48840.0,498.49,109.93,6.54,24.47,21.78,2.69,0.0
20151021:0000,27201.0,264.07,83.31,3.14,13.14,21.84,2.8,0.0
20151021:0100,231.0,0.0,10.97,0.2,1.27,21.45,2.05,0.0
20151021:0200,0.0,0.0,0.0,0.0,0.0,21.06,1.29,0.0
20151021:0300,0.0,0.0,0.0,0.0,0.0,20.67,0.54,0.0
20151021:0400,0.0,0.0,0.0,0.0,0.0,20.56,0.79,0.0
20151021:0500,0.0,0.0,0.0,0.0,0.0,20.46,1.03,0.0
20151021:0600,0.0,0.0,0.0,0.0,0.0,20.35,1.28,0.0
20151021:0700,0.0,0.0,0.0,0.0,0.0,20.31,1.21,0.0
20151021:0800,0.0,0.0,0.0,0.0,0.0,20.27,1.14,0.0
20151021:0900,0.0,0.0,0.0,0.0,0.0,20.24,1.08,0.0
20151021:1000,0.0,0.0,0.0,0.0,0.0,20.09,1.1,0.0
20151021:1100,0.0,0.0,0.0,0.0,0.0,19.94,1.13,0.0
20151021:1200,0.0,0.0,0.0,0.0,0.0,19.8,1.16,0.0
20151021:1300,0.0,0.0,0.0,0.0,0.0,19.8,1.07,0.0
20151021:1400,0.0,0.0,0.0,0.0,0.0,19.8,0.98,0.0
20151021:1500,12784.0,130.95,57.4,2.48,11.21,19.8,0.9,0.0
20151021:1600,35046.0,352.75,90.51,5.86,22.44,20.35,1.21,0.0
20151021:1700,53705.0,567.19,109.56,8.89,32.41,20.91,1.53,0.0
20151021:1800,66901.0,736.3,121.33,11.15,40.29,21.46,1.85,0.0
20151021:1900,74960.0,839.54,129.53,12.39,44.95,21.62,2.32,0.0
20151021:2000,77560.0,869.13,131.78,12.51,45.33,21.78,2.79,0.0
20151021:2100,74392.0,818.28,130.49,11.49,41.33,21.94,3.26,0.0
20151021:2200,64779.0,693.39,123.15,9.42,33.89,21.76,2.95,0.0
20151021:2300,49036.0,501.27,109.42,6.5,24.2,21.58,2.65,0.0
20151022:0000,27340.0,266.31,82.97,3.11,12.89,21.4,2.34,0.0
20151022:0100,186.0,0.0,10.06,0.19,1.05,21.24,1.75,0.0
20151022:0200,0.0,0.0,0.0,0.0,0.0,21.09,1.16,0.0
20151022:0300,0.0,0.0,0.0,0.0,0.0,20.93,0.57,0.0
20151022:0400,0.0,0.0,0.0,0.0,0.0,20.75,0.79,0.0
20151022:0500,0.0,0.0,0.0,0.0,0.0,20.58,1.02,0.0
20151022:0600,0.0,0.0,0.0,0.0,0.0,20.4,1.24,0.0
20151022:0700,0.0,0.0,0.0,0.0,0.0,20.23,1.24,0.0
20151022:0800,0.0,0.0,0.0,0.0,0.0,20.06,1.24,0.0
20151022:0900,0.0,0.0,0.0,0.0,0.0,19.89,1.24,0.0
20151022:1000,0.0,0.0,0.0,0.0,0.0,19.7,1.3,0.0
20151022:1100,0.0,0.0,0.0,0.0,0.0,19.51,1.36,0.0
20151022:1200,0.0,0.0,0.0,0.0,0.0,19.32,1.42,0.0
20151022:1300,0.0,0.0,0.0,0.0,0.0,19.32,1.35,0.0
20151022:1400,0.0,0.0,0.0,0.0,0.0,19.31,1.27,0.0
20151022:1500,12716.0,129.06,57.68,2.42,11.02,19.31,1.2,0.0
20151022:1600,35236.0,353.33,89.82,5.8,22.21,19.64,1.48,0.0
20151022:1700,54031.0,566.94,108.8,8.83,32.15,19.98,1.76,0.0
20151022:1800,67413.0,734.98,121.74,11.08,39.99,20.31,2.04,0.0
20151022:1900,75379.0,838.33,128.7,12.31,44.6,20.42,2.41,0.0
20151022:2000,77802.0,866.54,130.91,12.41,44.97,20.52,2.78,0.0
20151022:2100,74623.0,816.97,129.66,11.4,40.99,20.63,3.14,0.0
20151022:2200,64902.0,690.28,122.25,9.32,33.58,20.43,2.94,0.0
20151022:2300,49016.0,497.34,108.46,6.4,23.93,20.22,2.73,0.0
20151023:0000,27305.0,264.25,82.14,3.04,12.65,20.02,2.52,0.0
20151023:0100,103.0,0.0,8.23,0.15,0.82,19.51,1.97,0.0
20151023:0200,0.0,0.0,0.0,0.0,0.0,19.01,1.42,0.0
20151023:0300,0.0,0.0,0.0,0.0,0.0,18.5,0.87,0.0
20151023:0400,0.0,0.0,0.0,0.0,0.0,18.43,0.79,0.0
20151023:0500,0.0,0.0,0.0,0.0,0.0,18.36,0.7,0.0
20151023:0600,0.0,0.0,0.0,0.0,0.0,18.29,0.62,0.0
20151023:0700,0.0,0.0,0.0,0.0,0.0,18.36,0.66,0.0
20151023:0800,0.0,0.0,0.0,0.0,0.0,18.43,0.69,0.0
20151023:0900,0.0,0.0,0.0,0.0,0.0,18.51,0.73,0.0
20151023:1000,0.0,0.0,0.0,0.0,0.0,18.53,0.72,0.0
20151023:1100,0.0,0.0,0.0,0.0,0.0,18.56,0.71,0.0
20151023:1200,0.0,0.0,0.0,0.0,0.0,18.59,0.7,0.0
20151023:1300,0.0,0.0,0.0,0.0,0.0,18.64,0.91,0.0
20151023:1400,0.0,0.0,0.0,0.0,0.0,18.68,1.13,0.0
20151023:1500,12771.0,129.97,57.06,2.39,10.82,18.73,1.34,0.0
20151023:1600,35338.0,355.24,89.2,5.77,21.99,19.5,1.41,0.0
20151023:1700,53872.0,568.0,109.3,8.79,31.88,20.27,1.49,0.0
20151023:1800,66795.0,737.66,121.06,11.04,39.68,21.04,1.56,0.0
20151023:1900,75038.0,841.18,128.0,12.27,44.26,21.48,2.34,0.0
20151023:2000,77678.0,868.08,130.16,12.36,44.61,21.91,3.11,0.0
20151023:2100,49879.0,315.26,303.26,8.54,40.65,22.35,3.89,0.0
20151023:2200,64531.0,687.1,121.33,9.22,33.28,22.21,3.69,0.0
20151023:2300,33792.0,252.59,165.8,4.98,23.66,22.08,3.49,0.0
20151024:0000,26890.0,262.09,81.28,2.97,12.41,21.94,3.28,0.0
20151024:0100,0.0,0.0,0.0,0.0,0.0,21.91,2.79,0.0
20151024:0200,0.0,0.0,0.0,0.0,0.0,21.89,2.29,0.0
20151024:0300,0.0,0.0,0.0,0.0,0.0,21.86,1.79,0.0
20151024:0400,0.0,0.0,0.0,0.0,0.0,21.7,1.6,0.0
20151024:0500,0.0,0.0,0.0,0.0,0.0,21.55,1.41,0.0
20151024:0600,0.0,0.0,0.0,0.0,0.0,21.39,1.21,0.0
20151024:0700,0.0,0.0,0.0,0.0,0.0,21.15,1.18,0.0
20151024:0800,0.0,0.0,0.0,0.0,0.0,20.91,1.14,0.0
20151024:0900,0.0,0.0,0.0,0.0,0.0,20.67,1.1,0.0
20151024:1000,0.0,0.0,0.0,0.0,0.0,20.39,1.05,0.0
20151024:1100,0.0,0.0,0.0,0.0,0.0,20.12,0.99,0.0
20151024:1200,0.0,0.0,0.0,0.0,0.0,19.85,0.94,0.0
20151024:1300,0.0,0.0,0.0,0.0,0.0,19.98,1.05,0.0
20151024:1400,0.0,0.0,0.0,0.0,0.0,20.12,1.16,0.0
20151024:1500,12900.0,132.37,57.72,2.39,10.63,20.25,1.27,0.0
20151024:1600,35683.0,363.98,90.13,5.84,21.77,21.19,1.07,0.0
20151024:1700,53806.0,579.81,110.23,8.89,31.62,22.12,0.87,0.0
20151024:1800,65935.0,751.14,121.97,11.16,39.38,23.06,0.68,0.0
20151024:1900,61415.0,541.21,257.7,10.57,43.92,23.65,1.37,0.0
20151024:2000,62883.0,547.02,266.68,10.58,44.26,24.24,2.06,0.0
20151024:2100,73299.0,827.3,128.48,11.39,40.32,24.83,2.74,0.0
20151024:2200,46387.0,351.16,233.14,7.37,32.98,24.32,2.63,0.0
20151024:2300,48215.0,499.44,108.55,6.32,23.39,23.82,2.51,0.0
20151025:0000,15697.0,120.94,87.69,2.19,12.17,23.31,2.39,0.0
20151025:0100,0.0,0.0,0.0,0.0,0.0,22.99,2.22,0.0
20151025:0200,0.0,0.0,0.0,0.0,0.0,22.66,2.05,0.0
20151025:0300,0.0,0.0,0.0,0.0,0.0,22.34,1.88,0.0
20151025:0400,0.0,0.0,0.0,0.0,0.0,22.11,1.66,0.0
20151025:0500,0.0,0.0,0.0,0.0,0.0,21.88,1.43,0.0
20151025:0600,0.0,0.0,0.0,0.0,0.0,21.65,1.21,0.0
20151025:0700,0.0,0.0,0.0,0.0,0.0,21.36,1.18,0.0
20151025:0800,0.0,0.0,0.0,0.0,0.0,21.07,1.14,0.0
20151025:0900,0.0,0.0,0.0,0.0,0.0,20.79,1.1,0.0
20151025:1000,0.0,0.0,0.0,0.0,0.0,20.57,1.12,0.0
20151025:1100,0.0,0.0,0.0,0.0,0.0,20.36,1.14,0.0
20151025:1200,0.0,0.0,0.0,0.0,0.0,20.15,1.16,0.0
20151025:1300,0.0,0.0,0.0,0.0,0.0,20.46,1.06,0.0
20151025:1400,0.0,0.0,0.0,0.0,0.0,20.76,0.97,0.0
20151025:1500,4373.0,10.49,59.8,1.21,10.43,21.07,0.87,0.0
20151025:1600,4129.0,0.0,65.82,1.23,21.54,21.55,1.09,0.0
20151025:1700,22403.0,67.71,217.64,4.75,31.36,22.03,1.32,0.0
20151025:1800,40455.0,217.33,291.97,7.61,39.07,22.51,1.54,0.0
20151025:1900,40975.0,187.27,329.02,7.94,43.58,22.51,1.64,0.0
20151025:2000,34850.0,118.41,320.07,7.07,43.92,22.51,1.73,0.0
20151025:2100,36034.0,152.03,300.38,6.93,39.99,22.51,1.82,0.0
20151025:2200,56789.0,559.6,161.78,8.33,32.69,22.36,1.79,0.0
20151025:2300,47705.0,493.55,107.43,6.2,23.13,22.2,1.76,0.0
20151026:0000,3977.0,0.0,63.99,1.19,11.94,22.05,1.72,0.0
20151026:0100,0.0,0.0,0.0,0.0,0.0,21.79,1.31,0.0
20151026:0200,0.0,0.0,0.0,0.0,0.0,21.53,0.89,0.0
20151026:0300,0.0,0.0,0.0,0.0,0.0,21.27,0.47,0.0
20151026:0400,0.0,0.0,0.0,0.0,0.0,21.03,0.59,0.0
20151026:0500,0.0,0.0,0.0,0.0,0.0,20.79,0.72,0.0
20151026:0600,0.0,0.0,0.0,0.0,0.0,20.54,0.84,0.0
20151026:0700,0.0,0.0,0.0,0.0,0.0,20.51,1.0,0.0
20151026:0800,0.0,0.0,0.0,0.0,0.0,20.48,1.15,0.0
20151026:0900,0.0,0.0,0.0,0.0,0.0,20.46,1.31,0.0
20151026:1000,0.0,0.0,0.0,0.0,0.0,20.35,1.2,0.0
20151026:1100,0.0,0.0,0.0,0.0,0.0,20.24,1.08,0.0
20151026:1200,0.0,0.0,0.0,0.0,0.0,20.14,0.97,0.0
20151026:1300,0.0,0.0,0.0,0.0,0.0,20.15,0.91,0.0
20151026:1400,0.0,0.0,0.0,0.0,0.0,20.15,0.86,0.0
20151026:1500,12798.0,132.81,56.38,2.3,10.24,20.16,0.8,0.0
20151026:1600,35621.0,362.45,89.83,5.72,21.32,20.96,1.22,0.0
20151026:1700,54457.0,580.65,108.76,8.77,31.1,21.76,1.65,0.0
20151026:1800,67692.0,751.15,120.41,11.03,38.77,22.56,2.07,0.0
20151026:1900,75496.0,855.24,127.32,12.26,43.25,22.85,2.42,0.0
20151026:2000,77738.0,882.55,129.52,12.34,43.57,23.13,2.77,0.0
20151026:2100,74273.0,828.9,128.25,11.28,39.67,23.42,3.12,0.0
20151026:2200,64577.0,698.94,120.92,9.17,32.4,23.08,2.96,0.0
20151026:2300,48639.0,501.45,107.23,6.21,22.87,22.73,2.8,0.0
20151027:0000,26669.0,261.81,80.85,2.83,11.72,22.39,2.63,0.0
20151027:0100,0.0,0.0,0.0,0.0,0.0,22.11,2.34,0.0
20151027:0200,0.0,0.0,0.0,0.0,0.0,21.82,2.06,0.0
20151027:0300,0.0,0.0,0.0,0.0,0.0,21.54,1.77,0.0
20151027:0400,0.0,0.0,0.0,0.0,0.0,21.5,1.56,0.0
20151027:0500,0.0,0.0,0.0,0.0,0.0,21.46,1.36,0.0
20151027:0600,0.0,0.0,0.0,0.0,0.0,21.42,1.16,0.0
20151027:0700,0.0,0.0,0.0,0.0,0.0,21.21,0.99,0.0
20151027:0800,0.0,0.0,0.0,0.0,0.0,21.0,0.83,0.0
20151027:0900,0.0,0.0,0.0,0.0,0.0,20.8,0.66,0.0
20151027:1000,0.0,0.0,0.0,0.0,0.0,20.67,0.91,0.0
20151027:1100,0.0,0.0,0.0,0.0,0.0,20.55,1.15,0.0
20151027:1200,0.0,0.0,0.0,0.0,0.0,20.43,1.39,0.0
20151027:1300,0.0,0.0,0.0,0.0,0.0,20.39,1.19,0.0
20151027:1400,0.0,0.0,0.0,0.0,0.0,20.34,0.98,0.0
20151027:1500,12557.0,130.68,55.5,2.24,10.04,20.3,0.77,0.0
20151027:1600,35321.0,361.63,87.85,5.63,21.09,20.98,1.01,0.0
20151027:1700,53809.0,577.61,106.64,8.65,30.84,21.67,1.24,0.0
20151027:1800,66773.0,746.99,119.48,10.91,38.47,22.35,1.48,0.0
20151027:1900,62205.0,549.35,249.99,10.41,42.91,22.48,1.77,0.0
20151027:2000,35291.0,125.28,317.69,7.07,43.23,22.6,2.06,0.0
20151027:2100,47956.0,305.86,296.62,8.23,39.35,22.73,2.36,0.0
20151027:2200,42763.0,296.76,236.73,6.85,32.11,22.42,2.4,0.0
20151027:2300,26846.0,170.4,166.08,4.25,22.62,22.1,2.44,0.0
20151028:0000,23657.0,228.61,76.16,2.54,11.5,21.79,2.48,0.0
20151028:0100,0.0,0.0,0.0,0.0,0.0,21.7,2.09,0.0
20151028:0200,0.0,0.0,0.0,0.0,0.0,21.62,1.7,0.0
20151028:0300,0.0,0.0,0.0,0.0,0.0,21.53,1.31,0.0
20151028:0400,0.0,0.0,0.0,0.0,0.0,21.47,1.15,0.0
20151028:0500,0.0,0.0,0.0,0.0,0.0,21.41,1.0,0.0
20151028:0600,0.0,0.0,0.0,0.0,0.0,21.35,0.84,0.0
20151028:0700,0.0,0.0,0.0,0.0,0.0,21.29,0.69,0.0
20151028:0800,0.0,0.0,0.0,0.0,0.0,21.23,0.54,0.0
20151028:0900,0.0,0.0,0.0,0.0,0.0,21.18,0.39,0.0
20151028:1000,0.0,0.0,0.0,0.0,0.0,20.98,0.76,0.0
20151028:1100,0.0,0.0,0.0,0.0,0.0,20.79,1.14,0.0
20151028:1200,0.0,0.0,0.0,0.0,0.0,20.6,1.52,0.0
20151028:1300,0.0,0.0,0.0,0.0,0.0,20.58,1.23,0.0
20151028:1400,0.0,0.0,0.0,0.0,0.0,20.57,0.95,0.0
20151028:1500,4594.0,15.86,57.86,1.21,9.84,20.55,0.66,0.0
20151028:1600,14416.0,50.93,139.35,3.09,20.87,20.95,0.71,0.0
20151028:1700,50019.0,519.26,116.85,8.06,30.58,21.35,0.76,0.0
20151028:1800,46714.0,320.3,273.35,8.3,38.17,21.75,0.81,0.0
20151028:1900,40119.0,181.7,322.18,7.72,42.58,22.0,1.65,0.0
20151028:2000,41474.0,191.71,326.39,7.82,42.9,22.24,2.48,0.0
20151028:2100,36566.0,158.95,295.42,6.86,39.03,22.49,3.31,0.0
20151028:2200,41808.0,282.86,236.44,6.69,31.83,22.4,2.91,0.0
20151028:2300,29085.0,200.28,163.44,4.4,22.37,22.3,2.51,0.0
20151029:0000,6902.0,28.77,71.98,1.45,11.28,22.21,2.11,0.0
20151029:0100,0.0,0.0,0.0,0.0,0.0,21.89,1.86,0.0
20151029:0200,0.0,0.0,0.0,0.0,0.0,21.57,1.6,0.0
20151029:0300,0.0,0.0,0.0,0.0,0.0,21.25,1.35,0.0
20151029:0400,0.0,0.0,0.0,0.0,0.0,21.16,1.61,0.0
20151029:0500,0.0,0.0,0.0,0.0,0.0,21.07,1.87,0.0
20151029:0600,0.0,0.0,0.0,0.0,0.0,20.97,2.12,0.0
20151029:0700,0.0,0.0,0.0,0.0,0.0,20.77,1.72,0.0
20151029:0800,0.0,0.0,0.0,0.0,0.0,20.57,1.31,0.0
20151029:0900,0.0,0.0,0.0,0.0,0.0,20.38,0.91,0.0
20151029:1000,0.0,0.0,0.0,0.0,0.0,20.03,1.08,0.0
20151029:1100,0.0,0.0,0.0,0.0,0.0,19.69,1.24,0.0
20151029:1200,0.0,0.0,0.0,0.0,0.0,19.35,1.41,0.0
20151029:1300,0.0,0.0,0.0,0.0,0.0,19.54,1.24,0.0
20151029:1400,0.0,0.0,0.0,0.0,0.0,19.73,1.08,0.0
20151029:1500,12226.0,127.75,53.82,2.12,9.64,19.92,0.91,0.0
20151029:1600,35054.0,357.01,86.14,5.46,20.64,20.36,1.42,0.0
20151029:1700,54137.0,574.1,104.95,8.48,30.32,20.81,1.93,0.0
20151029:1800,67721.0,744.0,116.5,10.72,37.87,21.25,2.44,0.0
20151029:1900,75603.0,849.77,123.41,11.97,42.25,21.62,2.66,0.0
20151029:2000,77868.0,879.88,125.64,12.09,42.56,21.98,2.87,0.0
20151029:2100,74270.0,827.35,124.4,11.04,38.72,22.35,3.09,0.0
20151029:2200,64831.0,698.16,118.47,8.96,31.55,22.42,3.37,0.0
20151029:2300,48912.0,502.49,105.02,6.04,22.13,22.49,3.64,0.0
20151030:0000,26303.0,258.55,78.44,2.66,11.07,22.56,3.92,0.0
20151030:0100,0.0,0.0,0.0,0.0,0.0,22.47,2.73,0.0
20151030:0200,0.0,0.0,0.0,0.0,0.0,22.38,1.54,0.0
20151030:0300,0.0,0.0,0.0,0.0,0.0,22.29,0.34,0.0
20151030:0400,0.0,0.0,0.0,0.0,0.0,22.21,0.91,0.0
20151030:0500,0.0,0.0,0.0,0.0,0.0,22.14,1.49,0.0
20151030:0600,0.0,0.0,0.0,0.0,0.0,22.06,2.06,0.0
20151030:0700,0.0,0.0,0.0,0.0,0.0,22.01,2.99,0.0
20151030:0800,0.0,0.0,0.0,0.0,0.0,21.95,3.93,0.0
20151030:0900,0.0,0.0,0.0,0.0,0.0,21.9,4.87,0.0
20151030:1000,0.0,0.0,0.0,0.0,0.0,21.53,4.66,0.0
20151030:1100,0.0,0.0,0.0,0.0,0.0,21.16,4.46,0.0
20151030:1200,0.0,0.0,0.0,0.0,0.0,20.79,4.25,0.0
20151030:1300,0.0,0.0,0.0,0.0,0.0,20.64,3.71,0.0
20151030:1400,0.0,0.0,0.0,0.0,0.0,20.49,3.16,0.0
20151030:1500,13037.0,136.89,55.22,2.19,9.44,20.34,2.62,0.0
20151030:1600,36863.0,373.34,87.54,5.62,20.41,20.95,3.57,0.0
20151030:1700,56859.0,594.66,106.26,8.69,30.05,21.57,4.52,0.0
20151030:1800,71264.0,767.55,117.78,10.96,37.57,22.18,5.48,0.0
20151030:1900,79237.0,873.71,124.66,12.21,41.93,22.55,5.26,0.0
20151030:2000,80943.0,900.08,126.81,12.27,42.23,22.91,5.05,0.0
20151030:2100,76560.0,843.75,125.55,11.18,38.41,23.28,4.84,0.0
20151030:2200,65955.0,710.61,118.26,9.03,31.28,23.21,4.17,0.0
20151030:2300,49261.0,508.76,106.13,6.06,21.89,23.14,3.49,0.0
20151031:0000,26462.0,263.05,78.29,2.65,10.86,23.07,2.81,0.0
20151031:0100,0.0,0.0,0.0,0.0,0.0,22.78,2.56,0.0
20151031:0200,0.0,0.0,0.0,0.0,0.0,22.48,2.31,0.0
20151031:0300,0.0,0.0,0.0,0.0,0.0,22.19,2.06,0.0
20151031:0400,0.0,0.0,0.0,0.0,0.0,21.74,1.79,0.0
20151031:0500,0.0,0.0,0.0,0.0,0.0,21.29,1.52,0.0
20151031:0600,0.0,0.0,0.0,0.0,0.0,20.84,1.26,0.0
20151031:0700,0.0,0.0,0.0,0.0,0.0,20.52,1.26,0.0
20151031:0800,0.0,0.0,0.0,0.0,0.0,20.19,1.26,0.0
20151031:0900,0.0,0.0,0.0,0.0,0.0,19.87,1.27,0.0
20151031:1000,0.0,0.0,0.0,0.0,0.0,19.63,1.13,0.0
